timestamp,x_pos,y_pos,speed,speed_x,speed_y,acc,acc_x,acc_y,angle,acc_diff,gyro_z
0.1,1883.9109051131504,6865.150059619045,0.0,0.0,0.0,0.0,0.0,0.0,77.08280291529329,0.0,0
0.2,1883.9112543113044,6865.150139706415,0.007165337278254001,0.0016017586723471482,0.006984012275669134,0.14330674556508002,0.03203517344694296,0.13968024551338268,77.08280291529329,0.14330674556508002,0.0
0.30000000000000004,1883.9120800477624,6865.15032908617,0.016943618272145904,0.0037876217761213635,0.01651484548620567,0.19556561987783805,0.04371726207546101,0.19061666421073606,77.08280291528372,0.19556561987783805,0
0.4,1883.9135508824336,6865.150666416933,0.030180647799098598,0.006746662783901201,0.029416900633029944,0.26474059053905385,0.05918082015559675,0.25804110293648547,77.08280291528372,0.0691749706612158,0.0
0.5,1883.9158858222281,6865.1512019271695,0.04791156813970226,0.010710280171525833,0.04669912483390618,0.3546184068120732,0.07927234775248647,0.3456444840175262,77.08280291528312,0.08987781627301933,-1.0436096431476471e-14
0.6,1883.9193626367892,6865.151999322371,0.07134215543420974,0.015948016364502132,0.06953678103016069,0.46861174589014964,0.10475472385952596,0.45675312392509004,77.08280291528312,0.11399333907807646,0.0
0.7,1883.9243230428265,6865.153136974064,0.10178456524155724,0.022753194128301242,0.09920881955941549,0.60884819614695,0.13610355527599677,0.5934407705850927,77.08280291528372,0.14023645025680032,1.0436096431476471e-14
0.7999999999999999,1883.9311719969592,6865.154707757626,0.14053644268545262,0.03141589252687034,0.1369800475230668,0.7750375488779077,0.17325396797138196,0.7554245592730267,77.08280291528372,0.1661893527309577,0.0
0.8999999999999999,1883.9403686662138,6865.156816981401,0.1887101529037108,0.04218477264022796,0.18393468070549987,0.9634742043651634,0.21537760226715247,0.939092663648661,77.08280291528372,0.18843665548725574,0.0
0.9999999999999999,1883.952408325529,6865.159578234955,0.24704660865602057,0.05522546008964177,0.2407948824338432,1.1667291150461956,0.26081374898823767,1.1372040345668755,77.08280291528312,0.20325491068103219,-1.0436096431476471e-14
1.0999999999999999,1883.9677972326622,6865.163107626727,0.3157711708146351,0.07058833264764229,0.3077803106302794,1.374491243172291,0.30725745116001046,1.339708563928724,77.08280291528312,0.2077621281260955,0.0
1.2,1883.9870254561777,6865.167517552219,0.39455164682065114,0.08819913110054059,0.3845671791533925,1.5756095201203202,0.3522159690579659,1.5357373704622623,77.08280291528312,0.20111827694802908,0.0
1.3,1884.010542503607,6865.172911104403,0.48255574853929234,0.10787180353116922,0.47034426163316756,1.760082034372824,0.3934534486125725,1.7155416495955012,77.08280291528312,0.18447251425250388,0.0
1.4000000000000001,1884.0387411139147,6865.179378356582,0.5786186189247243,0.1293459546777962,0.5639761787299574,1.9212574077086397,0.4294830229343027,1.8726383419353925,77.08280291529387,0.16117537333581566,1.8740564655672642e-13
1.5000000000000002,1884.071950027615,6865.186994704237,0.6814270480595831,0.15232802608104426,0.6641829524291105,2.0561685826971754,0.45964142806484587,2.0041354739830886,77.08280291529329,0.13491117498853566,-1.021405182655144e-14
1.6000000000000003,1884.1104346781544,6865.195821023596,0.7896820127644738,0.17652763062260313,0.7696984324464486,2.165099294097814,0.4839920908313136,2.1103096003467328,77.08280291529387,0.10893071140063881,1.021405182655144e-14
1.7000000000000004,1884.1544032096745,6865.205905051787,0.9022079707765731,0.2016819844390286,0.8793768246238454,2.250519160241986,0.5030870763256237,2.1935678435485944,77.08280291528312,0.08541986614417185,-1.8740564655672642e-13
1.8000000000000005,1884.2040151208496,6865.21728336927,1.01800674618985,0.22756795261647303,0.9922452127523683,2.3159755082655398,0.5177193635488888,2.2573677625704587,77.08280291528312,0.06545634802355371,0.0
1.9000000000000006,1884.2593904723217,6865.229983511531,1.1362690941741596,0.25400463439969556,1.1075148306360696,2.365246959686189,0.5287336356681703,2.305392357673175,77.08280291529387,0.04927145142064937,1.8740564655672642e-13
2.0000000000000004,1884.3206184106295,6865.244025924017,1.2563606758238521,0.28085022797261794,1.2245673918589761,2.4018316329938516,0.536911871454296,2.34105122445908,77.08280291528312,2.4018316329938516,0
2.1000000000000005,1884.3877644339675,6865.259425628506,1.3777962412409634,0.3079962592737132,1.3429299261879328,2.4287113083422263,0.542920626021905,2.367250686579136,77.08280291528312,0.026879675348374654,0.0
2.2000000000000006,1884.4608766455153,6865.276193657294,1.500218855144108,0.3353629380348343,1.4622545308948582,2.4484522780628915,0.547333575227182,2.3864920941374166,77.08280291529329,0.01974096972066519,1.7719159473017498e-13
2.3000000000000007,1884.5399896754718,6865.294337952698,1.6233520600141524,0.3628884642030261,1.582271744454966,2.4626640974008884,0.5505105233586539,2.4003442712033443,77.08280291528312,0.014211819337996978,-1.7719159473017498e-13
2.400000000000001,1884.625128450242,6865.313864231498,1.7469967398060087,0.3905283268435803,1.7027874896256363,2.4728935958371245,0.552797252816691,2.410314903412121,77.08280291529329,0.010229498436236106,1.7719159473017498e-13
2.500000000000001,1884.7163107906472,6865.3347765808385,1.8710070921929207,0.41824993291499246,1.8236596537327936,2.480207047738241,0.5544321214282438,2.4174432821431444,77.08280291529329,0.00731345190111643,0.0
2.600000000000001,1884.8135493270054,6865.357077897439,1.9952766111551128,0.44602947377661567,1.944784425982784,2.4853903792438414,0.5555908172260005,2.4224954450012888,77.08280291528312,0.005183331505600464,-1.7719159473017498e-13
2.700000000000001,1884.916876870842,6865.380775706506,2.120219402992701,0.4739595198580498,2.0665654333610277,2.4988558367517655,0.5586009216355753,2.435620147563296,77.08280291529329,0.01346545750792405,1.7719159473017498e-13
2.800000000000001,1885.0262927011509,6865.405869842681,2.2451474002143206,0.5018862587121667,2.1883320205135752,2.4985599444323903,0.5585347770750134,2.435331743052629,77.08280291528312,0.00029589231937521276,-1.7719159473017498e-13
2.9000000000000012,1885.1417959579512,6865.432360108729,2.3700577511474226,0.529809052867354,2.310081407932148,2.4982070186620398,0.5584558831037457,2.434987748371456,77.08280291528312,0.00035292577035050954,0.0
3.0000000000000013,1885.2633856254915,6865.460246271691,2.494947259462062,0.557727187807802,2.4318104801725924,2.497790166292786,0.5583626988094418,2.4345814448087744,77.08280291528372,0.0004168523692538173,1.0436096431476471e-14
3.1000000000000014,1885.3910605144933,6865.489528058811,2.619812364501283,0.5856398675743487,2.5535157666835153,2.497302100784422,0.5582535953390473,2.4341057302166056,77.08280291529329,0.0004880655083638885,1.667554982986985e-13
3.2000000000000015,1885.524819332426,6865.520205173651,2.7446509475770884,0.6135466185510904,2.675195202391843,2.4967716615161084,0.5581350195257826,2.433588714168617,77.08280291528312,0.0005304392683136427,-1.7719159473017498e-13
3.3000000000000016,1885.6646605017304,6865.5522772544045,2.8694571600868857,0.6414461333243889,2.796843086699196,2.4961242501959457,0.5579902954665291,2.432957686146935,77.08280291528372,0.0006474113201626608,1.0436096431476471e-14
